Size,Time,Instructions
3501,746831,23443
3504,611701,21645
3507,647497,21645
3510,772160,22908
3513,491618,23497
3516,573882,22895
3519,560162,23441
3522,599465,23441
3525,621136,22210
3528,2196187,21664
3531,13426774,22937
3534,11602745,23462
3537,8190301,23462
3540,638502,23462
3543,609994,23063
3546,659382,22181
3549,680905,23399
3552,1814773,23420
3555,3156769,22189
3558,11896763,22882
3561,1643998,22781
3564,11590408,22874
3567,875833,21601
3570,880722,23420
3573,550670,22819
3576,497471,22852
3579,866242,23427
3582,538585,23427
3585,628852,23427
3588,625433,23435
3591,683210,21070
3594,592162,22356
3597,3560603,21650
3600,680163,23448
3603,590817,21007
3606,472794,22847
3609,798067,23372
3612,594136,21042
3615,646132,22853
3618,596164,22189
3621,1606541,23420
3624,637236,22882
3627,678967,22889
3630,782929,21091
3633,754843,22280
3636,578562,21616
3639,574085,23427
3642,602658,23427
3645,637635,22343
3648,679162,23435
3651,649236,23435
3654,620225,21637
3657,635501,23448
3660,654059,22910
3663,704929,24009
3666,588588,23932
3669,491768,22722
3672,729034,22722
3675,586836,22722
3678,2948986,23407
3681,644804,23407
3684,636263,23974
3687,606075,22743
3690,655946,22743
3693,633035,23518
3696,700788,23407
3699,572353,21575
3702,632654,23386
3705,690081,22722
3708,684685,23953
3711,648868,23415
3714,618559,23394
3717,590071,21596
3720,1131535,23974
3723,829795,23471
3726,660818,23911
3729,685705,23932
3732,706853,22876
3735,700787,23968
3738,616645,23968
3741,1021672,22170
3744,1177061,23981
3747,645872,23443
3750,614680,23464
3753,674160,22128
3756,636178,22695
3759,728775,22695
3762,633088,22716
3765,776375,23420
3768,594868,23420
3771,735828,23987
3774,570896,22756
3777,941970,22756
3780,680296,22756
3783,1537312,23594
3786,18621316,23420
3789,2615794,22714
3792,8630297,23407
3795,954633,23932
3798,1004172,23412
3801,2184869,23966
3804,40151675,23441
3807,21131334,23966
3810,654226,23428
3813,610865,24140
3816,10585361,23406
3819,4235325,22742
3822,822092,23960
3825,3809962,21595
3828,720279,23448
3831,742823,23427
3834,918236,23427
3837,625384,23456
3840,817780,23981
3843,635869,24029
3846,812685,23952
3849,604830,23435
3852,583161,21595
3855,627536,23448
3858,814284,22742
3861,655963,23973
3864,619149,23435
3867,1346517,23981
3870,607015,21616
3873,713972,22805
3876,700352,23939
3879,739858,22141
3882,619579,23357
3885,621826,22693
3888,599967,23407
3891,877436,23932
3894,630961,22134
3897,685939,22134
3900,555614,22825
3903,662019,21623
3906,566403,22202
3909,582545,23420
3912,587021,22895
3915,605885,22189
3918,595461,22840
3921,582540,23407
3924,656135,23407
3927,561721,22176
3930,597074,22176
3933,1375998,23608
3936,562421,23434
3939,565885,22728
3942,635613,23421
3945,665645,23946
3948,637665,23392
3951,2903811,23946
3954,800788,23421
3957,794498,23946
3960,691751,23408
3963,580960,24120
3966,638393,23379
3969,631342,22715
3972,680310,23933
3975,684835,21568
3978,599465,23421
3981,267975414,23428
3984,946032,23428
3987,650754,23457
3990,582616,23982
3993,583950,24030
3996,564863,23953
3999,645405,23436
4002,575335,21596
4005,630149,23449
4008,694902,22743
4011,4442753,23974
4014,593921,23436
4017,3027889,23980
4020,8202468,21615
4023,638013,22825
4026,10825584,23959
4029,7998632,22161
4032,548043,23426
4035,849262,22762
4038,543158,23455
4041,11285671,23980
4044,584730,22182
4047,610121,22182
4050,836359,23413
4053,1342723,23981
4056,586697,23379
4059,928919,23925
4062,1547006,23925
4065,1537838,22694
4068,904419,22148
4071,588068,23421
4074,772102,23946
4077,602038,23946
4080,980963,23946
4083,1110439,23568
4086,849435,22720
4089,580530,23938
4092,558385,23938
4095,574886,22707
4098,554466,23400
4101,591601,29809
4104,537049,22720
4107,675607,23938
4110,703117,23938
4113,687819,24099
4116,1067038,23930
4119,8510760,23399
4122,719606,23441
4125,600479,22735
4128,614803,23428
4131,647125,21588
4134,653750,23433
4137,619392,23987
4140,623713,23987
4143,614446,23365
4146,586655,23945
4149,1103948,23945
4152,566455,23399
4155,582488,23428
4158,611548,23953
4161,856722,23420
4164,607165,23966
4167,645364,22735
4170,564673,22756
4173,653950,23988
4176,652300,22693
4179,828965,23924
4182,653943,23407
4185,572081,23345
4188,752510,21547
4191,587006,23904
4194,601498,22673
4197,674895,23387
4200,571226,23387
4203,761688,23001
4206,627934,23352
4209,7542727,23352
4212,610207,22121
4215,720924,22121
4218,3127938,23352
4221,596521,23352
4224,588430,23919
4227,587098,22688
4230,515292,22688
4233,527770,23588
4236,636679,22141
4239,952445,22708
4242,1669394,23939
4245,825417,23926
4248,1212664,22866
4251,3277474,23420
4254,1020420,22895
4257,1070253,22189
4260,576168,22882
4263,683356,21768
4266,697589,21622
4269,577708,22189
